county,fips,latitude,state,longitude,number_of_deaths,total_population,area_per_square_mile,population_density_per_square_mile,minority_percentage,limited_english,multi_unit_housing,mobile_homes,overcrowding_rank,no_vehicle_household,institutionalized_ranker,housing_and_transportation,social_vulnerability,"Less than a high school diploma, 2015-19","High school diploma only, 2015-19","Some college or associate's degree, 2015-19","Bachelor's degree or higher, 2015-19"
McCone,30055,47.64521665,Montana,-105.7954293,,-0.306655607,0.420285194,-0.148690212,-0.723766633,-1.716737784,-1.727653787,0.062750371,-1.609206257,-1.699415179,-0.766585207,-1.69824196,-1.711757849,-0.137476231,-0.171859609,-0.163342419,-0.157763741
Madison,30057,45.30069566,Montana,-111.9202782,94,-0.287796618,0.682184668,-0.147832648,-1.048942169,0.752568231,1.165033823,-0.334306397,-1.34234122,-1.584153872,0.827102391,-0.710589497,-1.361994977,-0.135718585,-0.164530673,-0.155980285,-0.151091849
Meagher,30059,46.59823718,Montana,-110.8857246,,-0.305788315,0.35097923,-0.148587647,-1.409440286,-1.188534784,-1.727653787,0.32019797,-1.730351215,-0.1402817,-0.668666494,-1.52959303,-1.203389635,-0.137710584,-0.17157062,-0.163783895,-0.157114682
Mineral,30061,47.14730368,Montana,-114.9984767,,-0.29882845,0.026432833,-0.14711726,-1.653235363,-1.526102955,-1.438281308,1.349988368,0.483486367,-0.944695188,-0.300865818,-0.516660542,-0.392009032,-0.135266619,-0.168514923,-0.160411861,-0.156665055
Missoula,30063,47.03652801,Montana,-113.9237319,1218,0.036026247,0.406678868,-0.124778986,-0.492438351,-0.505139891,1.320264699,-0.348820221,-0.15685127,-0.261064506,0.619154878,0.568302701,-0.968598321,-0.109445967,-0.09311263,-0.062370601,-0.035432418
Musselshell,30065,46.49662686,Montana,-108.3981999,,-0.297121545,0.206206427,-0.1476213,-0.819691685,-1.716737784,-0.783130953,0.611856727,1.345346214,-0.454662089,-1.177636199,-0.315805553,-0.723764311,-0.135735325,-0.166942068,-0.160390838,-0.156443867
Park,30067,45.48845695,Montana,-110.5264562,189,-0.263091096,0.464749568,-0.145898938,-1.001499093,-0.378164707,-0.054686732,-0.299058537,-1.326073183,0.136483472,-0.636834263,-1.051350375,-1.526487417,-0.132479495,-0.156386884,-0.147802472,-0.144264037
Petroleum,30069,47.11754983,Montana,-108.250211,,-0.310447703,0.147144019,-0.148893986,-1.731499123,-1.716737784,-1.727653787,0.677860072,-1.730351215,-1.695964241,-1.729510215,-1.714864442,-1.726995044,-0.138212768,-0.173465627,-0.164830823,-0.158119092
Phillips,30071,48.25919635,Montana,-107.9132684,,-0.299052962,1.111948319,-0.14859439,-0.068913665,-1.716737784,-1.101198671,0.375143163,0.35991851,-0.261064506,-0.09361031,-0.460213364,-0.512175088,-0.136045005,-0.168732849,-0.161084586,-0.156730323
Pondera,30073,48.22777044,Montana,-112.2263524,88,-0.292852746,0.138545457,-0.146932052,0.206740995,-1.301401614,0.473582261,0.178169832,1.010293872,-0.1402817,1.232617342,1.299345601,1.102967522,-0.135860871,-0.16768112,-0.159150502,-0.155004333
Powder River,30075,45.39505113,Montana,-105.6301996,,-0.306747872,0.601903448,-0.148765542,-1.077685054,-1.716737784,-1.727653787,1.238715715,-1.730351215,-1.334651105,0.538536291,-1.319041593,-1.614793885,-0.137643626,-0.172409161,-0.163186852,-0.157459155
Powell,30077,46.85635655,Montana,-112.9361209,107,-0.290509212,0.332757483,-0.147386577,-0.516679338,-1.716737784,-0.751324181,0.353026859,-1.365531826,-1.546538656,1.688648661,-0.850495386,-1.133783361,-0.133525713,-0.164620686,-0.158288573,-0.154616348
Prairie,30079,46.86053225,Montana,-105.3779931,,-0.30746754,0.169563492,-0.148590545,-1.414981083,-1.716737784,-1.727653787,0.386201315,-1.730351215,-1.584153872,-0.263151543,-1.659802471,-1.209969333,-0.137317206,-0.172778687,-0.163867986,-0.157789123
Ravalli,30081,46.08170105,Montana,-114.1206946,548,-0.185320833,0.350733996,-0.139473795,-0.884796052,-1.51302692,0.01480415,0.021973436,-0.145775159,-1.270808764,-1.429872034,-1.244240425,-0.786790888,-0.116116651,-0.128610832,-0.120969153,-0.126706807
Richland,30083,47.78792234,Montana,-104.5614334,144,-0.276780163,0.265826855,-0.146002933,-0.484473455,-0.165507082,0.502277501,0.544471114,0.767657827,-1.221460361,-1.562044996,-0.571722513,-1.253949417,-0.133450385,-0.161740276,-0.153289385,-0.153434263
Roosevelt,30085,48.29452995,Montana,-105.0164484,250,-0.277278395,0.340612393,-0.146390055,1.546228717,-1.716737784,0.298645016,-0.040574236,1.468567943,0.60788151,0.198069813,1.228700053,1.096387824,-0.131525345,-0.16447856,-0.154781994,-0.154467681
Rosebud,30087,46.2296975,Montana,-106.7307225,165,-0.283066493,1.075441529,-0.148005219,1.162528511,-1.258732446,-0.368260016,0.800882012,1.310041112,-1.14553974,-1.307733145,-0.450516916,0.033593512,-0.133425276,-0.165748214,-0.15517722,-0.154812154
Sanders,30089,47.67480255,Montana,-115.1332478,215,-0.276832447,0.453012197,-0.146751087,-0.506636643,-1.444893895,-1.453493242,0.580755675,0.052556444,-1.270808764,0.036140635,-0.994903197,-0.28708017,-0.129909985,-0.156396359,-0.154306882,-0.152748944
Sheridan,30091,48.72124326,Montana,-104.5046836,,-0.300606091,0.15272985,-0.147833493,-0.628880481,-1.392589754,-0.196434303,-0.832959935,-1.587054036,0.030884791,0.2786884,-1.102949329,-1.495666728,-0.13653045,-0.170277279,-0.16141254,-0.156345964
Silver Bow,30093,45.90240812,Montana,-112.6567436,547,-0.205526893,-0.112450048,-0.122265575,-0.598059797,-0.807609232,1.141870196,-0.545793552,-0.919372251,1.503399743,0.515354122,0.854001608,-0.072374249,-0.123364847,-0.13810955,-0.132031275,-0.135093811
Stillwater,30095,45.66909078,Montana,-109.39513,104,-0.283084946,0.186186238,-0.146150869,-0.945398521,-0.558820457,-0.623751368,0.075881926,0.871496363,-1.491668752,-0.565211742,-0.88789597,-1.51886882,-0.134823023,-0.16274463,-0.155728013,-0.152397219
Sweet Grass,30097,45.8138413,Montana,-109.941057,,-0.300639922,0.202471521,-0.147953957,-0.941935523,-1.716737784,-1.129893911,-0.172580925,0.417375833,-1.577597091,-1.431948049,-1.516433565,-1.521985519,-0.137007525,-0.169396101,-0.161488221,-0.156026874
Teton,30099,47.83712118,Montana,-112.2408688,78,-0.293157221,0.317682755,-0.147557718,-1.018121484,-1.255635491,0.428637909,-0.056124762,0.651012538,-0.75247798,0.841634497,0.532979927,-0.751468301,-0.135450753,-0.167837458,-0.159045388,-0.15476139
Toole,30101,48.65540726,Montana,-111.6956536,82,-0.296088176,0.218960475,-0.147557905,-0.304743846,-0.977253583,1.138412938,-0.108996551,-0.780574741,1.59657505,1.633634261,1.505395115,-0.196695903,-0.134873241,-0.167321069,-0.160172203,-0.156552648
Treasure,30103,46.21145911,Montana,-107.271641,,-0.309214426,-0.040517073,-0.148562188,-0.633382379,-1.716737784,-0.07128157,1.363119924,-1.56386343,-0.898452628,-1.729510215,-1.275061276,-1.321477892,-0.137802651,-0.173342451,-0.164507075,-0.158053823
Valley,30105,48.36527366,Montana,-106.6674714,94,-0.288516286,1.052602222,-0.148187945,-0.074454462,-0.921508381,-0.175690756,-1.180600586,-1.546210879,-1.221460361,0.021954532,-1.561799088,-1.420519656,-0.135475863,-0.1652792,-0.15660676,-0.154308136
Wheatland,30107,46.46630372,Montana,-109.8445848,,-0.305330065,0.082596304,-0.148218715,-1.199928892,0.324156025,-1.222548421,0.156399095,1.511487872,0.567160449,-0.048629982,0.445019294,0.199124852,-0.136095223,-0.171831184,-0.163556851,-0.157528049
Wibaux,30109,46.96526214,Montana,-104.2490046,,-0.308301001,-0.0652103,-0.148327942,-1.71730083,-1.716737784,-0.231698332,-0.139752036,-1.730351215,-1.221460361,0.121257254,-1.387609331,-1.21897313,-0.13750971,-0.172750262,-0.164309462,-0.157872522
Yellowstone,30111,45.93735034,Montana,-108.2744076,1965,0.165944752,0.417876568,-0.116228078,-0.229943084,-0.762531321,1.083442539,0.021973436,0.535405635,-0.454662089,0.239936118,0.707169685,-0.91769224,-0.084847297,-0.018458865,-0.019791312,-0.032241513
Adams,31001,40.52448325,Nebraska,-98.50121798,417,-0.214827216,-0.155282582,-0.117897326,-0.234444981,1.085663023,0.597006365,-1.094554341,-1.262039419,-0.844618006,1.153382765,-0.779849838,-0.91561444,-0.121063168,-0.146750778,-0.132741841,-0.140395065
Antelope,31003,42.17691524,Nebraska,-98.0666943,70,-0.292068493,-0.073901431,-0.144876465,-1.307974437,0.519264235,-0.542160084,-1.043064822,-1.019749502,-0.62582858,-0.809835522,-1.548639624,-1.293773902,-0.135659997,-0.167074718,-0.157687325,-0.155602628
Arthur,31005,41.56895029,Nebraska,-101.6958154,,-0.310472307,-0.113177427,-0.148703669,-1.674013352,-1.716737784,-1.727653787,-0.415860267,-1.557286989,-1.70597196,-1.729510215,-1.728023907,-1.703792952,-0.138095592,-0.173768827,-0.16472571,-0.158260507
Banner,31007,41.54604168,Nebraska,-103.7106294,,-0.309377428,-0.104634646,-0.148452319,-0.199122399,-0.906023602,-1.727653787,-0.583114815,-0.817956614,-1.546538656,-1.729510215,-1.718327459,-1.453764444,-0.138112331,-0.173479839,-0.164158098,-0.158086458
Blaine,31009,41.91278693,Nebraska,-99.97682433,,-0.31003251,-0.114469323,-0.148589501,-1.719378629,-0.306934726,-0.81943216,0.062750371,-0.357259644,-1.652137337,-1.729510215,-1.612359137,-1.461383041,-0.138095592,-0.173588802,-0.164603779,-0.158231499
Boone,31011,41.70679052,Nebraska,-98.0672511,,-0.295353131,-0.121151161,-0.144706011,-1.614796082,-0.62901812,0.048685276,-1.430100139,-0.181080262,-1.463025973,-0.007801685,-1.323543515,-1.582587997,-0.136689475,-0.167600583,-0.159638227,-0.155733165
Box Butte,31013,42.21978443,Nebraska,-103.0857139,141,-0.277127695,-0.01352566,-0.143208243,0.11843454,-1.461410992,1.414647837,-0.697497574,-0.004554751,-1.14553974,-0.120252503,-0.364287791,-1.152829854,-0.132446016,-0.162507754,-0.152566206,-0.153920151
Boyd,31015,42.89970403,Nebraska,-98.76655128,,-0.305646842,-0.161743723,-0.146976675,-1.429525676,-1.065000662,-0.015965445,0.284950111,-1.636550405,-0.798375446,-0.711570807,-1.263979622,-1.2993147,-0.137760802,-0.171096869,-0.163060716,-0.15765496
Brown,31017,42.43000555,Nebraska,-99.92950838,,-0.30252213,0.026913086,-0.147667034,-1.591593994,-1.716737784,-0.493758474,-0.415860267,-0.648353673,-0.62582858,-0.305017848,-1.149353757,-1.291696103,-0.137333945,-0.169789315,-0.162064242,-0.156853608
Buffalo,31019,40.85515651,Nebraska,-99.07499881,407,-0.16295577,-0.043203827,-0.12122963,-0.267343465,0.353749158,1.064773346,-0.611796896,-0.732116758,-0.798375446,1.057540068,-0.092094651,-1.071103084,-0.120753487,-0.137503148,-0.123496076,-0.120596949
Burt,31021,41.85153883,Nebraska,-96.32862485,95,-0.29153643,-0.175129626,-0.14158132,-0.976219205,-0.847869656,-0.725049022,-0.832959935,-1.171699893,-0.567852833,-0.138936639,-1.437130474,-1.320092693,-0.134873241,-0.166278816,-0.158557663,-0.154949943
Butler,31023,41.22608618,Nebraska,-97.1317659,100,-0.286581794,-0.149294742,-0.141239578,-1.278192653,0.456636908,-1.121250767,-0.785617222,0.50979213,-1.369850665,0.176271655,-1.189178453,-1.178109745,-0.135007157,-0.164255897,-0.15728369,-0.154231989
Cass,31025,40.9097195,Nebraska,-96.14088486,298,-0.23350475,-0.156895158,-0.123632494,-1.090844447,-0.978285902,-0.050192297,-1.116670645,-0.184195418,-1.047878214,-0.993562859,-1.427087725,-1.658773969,-0.129859766,-0.149010573,-0.137745233,-0.140706903
Cedar,31027,42.5992661,Nebraska,-97.25241498,90,-0.285191666,-0.106267821,-0.142538177,-1.634535172,-1.271808481,-0.273531152,-1.167123463,-1.297344521,-1.491668752,-0.224745264,-1.607857215,-1.652194271,-0.134647258,-0.164525935,-0.156531079,-0.154166721
Chase,31029,40.52418304,Nebraska,-101.6979935,,-0.299326681,-0.063602082,-0.146517653,-0.022509489,1.34959247,-0.576386936,0.010915284,-1.530981227,-1.047878214,-0.147586702,-1.405270718,-0.941933231,-0.135576299,-0.170855256,-0.160580042,-0.156494631
Cherry,31031,42.54499381,Nebraska,-101.1186042,,-0.294036815,1.338990012,-0.148503957,-0.377466809,1.355098169,0.481533954,-0.299058537,-1.038440439,-1.221460361,0.206027871,-0.944343148,-1.183650542,-0.13653882,-0.168069597,-0.158326414,-0.155174757
Cheyenne,31033,41.21978468,Nebraska,-102.9949696,117,-0.280784469,0.019972522,-0.144351352,-0.481356756,-0.324484142,0.106075756,-1.02440419,-0.811380174,-0.330428346,-1.093903589,-1.369947944,-1.523024418,-0.134647258,-0.165402376,-0.153856997,-0.152389967
Clay,31035,40.52444174,Nebraska,-98.05129489,70,-0.292400647,-0.152786163,-0.142906784,-0.403092996,1.153451942,-1.356690024,-1.312607275,0.123166648,-1.584153872,-0.366952299,-1.613398042,-1.058982588,-0.13524988,-0.167245269,-0.158641753,-0.155486595
Colfax,31037,41.57401733,Nebraska,-97.08647658,81,-0.279526588,-0.197260934,-0.134854955,1.281655651,1.710215756,-0.458494445,-0.387178186,1.64613184,0.359414023,-1.238186639,-0.12845633,0.269423726,-0.121071538,-0.164975999,-0.158225505,-0.154804902
Cuming,31039,41.91640589,Nebraska,-96.78739417,81,-0.283967616,-0.15324871,-0.140215575,-0.358766618,0.954214458,0.398905492,-1.594244581,-0.934601903,0.086099788,-0.289793737,-1.111953173,-0.605676054,-0.13233721,-0.164042709,-0.157699938,-0.1533001
Custer,31041,41.3942815,Nebraska,-99.72615818,128,-0.27865007,0.401845077,-0.146714244,-1.289274247,0.346178821,0.288964694,-1.297056749,-0.96436895,-0.022949831,-0.940624474,-1.290644853,-1.370998774,-0.134111595,-0.163412619,-0.15275541,-0.151991104
